,caption,add_tail,repeat_event,repeat_word,delete_word,error
36155,some bird tweet far away follow by an object hit,0,0,0,0,0
36156,mechanical sound and hiss,0,0,0,0,0
36157,young boy groan then shout while a young boy groan then shout,0,1,0,1,1
36158,engine run while someone be cough one time,0,0,0,0,0
36159,hum of an engine with people speak faintly follow by powerful revving,0,0,0,0,0
36160,engine run and,0,0,0,1,1
36161,numerous people chatter together,0,0,0,0,0
36162,three short beep follow by a man speak then alarm sound before before a man speak then an alarm sound,0,1,1,1,1
36163,water be spray spray,0,0,1,0,1
36164,bang noise then follow by some very music,0,0,0,0,0
36165,someone bounce ball,0,0,0,1,1
36166,strong gust of wind with male talk from distance follow by a male loudly talk and laugh on the,1,0,0,0,1
36167,a dog be bark loudly and growl and,1,0,0,0,1
36168,a woman be talk follow by another woman reply to her follow by another woman reply to her,0,1,0,0,1
36169,"a person cough , and a dog growl",0,0,0,0,0
36170,"a dog bark and growl , a person speak while growl , a person speak",0,1,0,0,1
36171,a static noise follow by a cat meow then lastly a woman speak follow by tly a woman woman speak,0,1,1,0,1
36172,a door be creak loudly while move in both direction,0,0,0,0,0
36173,people have a conversation,0,0,0,0,0
36174,a record voice of man and some white noise,0,0,0,0,0
36175,slow motion rattle and explode,0,0,0,0,0
36176,a dog whine and whimper then a person speak follow by follow by a dog whine,1,1,0,0,1
36177,a car engine revs several time and a,1,0,0,0,1
36178,a motorcycle go against the wind and,1,0,0,0,1
36179,siren blare and move down the street,0,0,0,0,0
36180,a loud prolonged prolonged burp be be create through the sound of tunnel and a,1,0,1,1,1
36181,a child speak follow by a loud burp,0,0,0,0,0
36182,rustle follow by a man speak,0,0,0,0,0
36183,hum of an engine with people speak follow by a loud horn blow and a,1,0,0,0,1
36184,flutter wind and wave crash and h h,0,1,1,0,1
36185,a man speak follow by various dog bark,0,0,0,0,0
36186,loud booming follow by a train whistle and low vibration on an oncoming train,0,0,0,0,0
36187,a lady talk and a dog whimper,0,0,0,0,0
36188,raindrop on the windshield of a move vehicle while the windshield wiper be on at a low constant speed while raindrop on the windshield of a move vehicle,0,1,0,0,1
36189,water run from a tap while two man speak to each other a,1,0,0,0,1
36190,a baby cry with adult speak near and far and a,1,0,0,0,1
36191,an animal vocalize and and a woman laugh a and an animal vocalize,1,1,1,0,1
36192,people laugh and speak in a move vehicle,0,0,0,0,0
36193,be bark with wind movement,0,0,0,1,1
36194,type on a computer keyboard,0,0,0,0,0
36195,woman and baby laugh as farting be be do,0,0,0,0,0
36196,"water be run , splashing and gurgling , and the wind be blow",0,0,0,0,0
36197,engine revving and accelerate after accelerate,0,1,0,0,1
36198,faucet run then a man speak,0,0,0,1,1
36199,several bell be chime loudly and quickly,0,0,0,0,0
36200,man speak with with crowd noise in background as,1,0,1,0,1
36201,intermittent spray sound follow by intermittent spray sound,0,1,0,0,1
36202,"a boat motor be run and rev , the wind be blow , and water be splash with",1,0,0,0,1
36203,wind blow with some rustle and splash water and then before wind blow,1,1,0,0,1
36204,a bird whistle and a washing machine run and then and a w,1,1,0,0,1
36205,food be fry and a woman talk while it fry,0,0,0,0,0
36206,heavy wind wind and some rustle,0,0,1,0,1
36207,a baby cry then cough a few time thereafter,0,0,0,0,0
36208,a sharp smoke detector beep sound continuously as a a man speak and a soft crunch of foot on gravel,0,0,1,0,1
36209,bang and clang sound with with someone talk a,1,0,1,0,1
36210,car horn honk and drive away away on the,1,0,1,0,1
36211,sewing machine machine be be use in the,1,0,1,0,1
36212,"strong wind be blow , an adult male speak , and rustle be occur",0,0,0,0,0
36213,metal scrap and click noise,0,0,0,0,0
36214,flock of bird flap flap and chirp and a,1,0,1,0,1
36215,a helicopter fly,0,0,0,0,0
36216,a car engine rumble,0,0,0,0,0
36217,wind blow and rain fall before rain fall,0,1,0,0,1
36218,man make speech in a foreign language,0,0,0,1,1
36219,a deliver a speech,0,0,0,1,1
36220,people speak and,0,0,0,1,1
36221,a vehicle engine accelerate follow by another engine start,0,0,0,0,0
36222,a man give a speech follow by a man give a speech,0,1,0,0,1
36223,a horse canter and breathe heavily,0,0,0,0,0
36224,a emergency vehicle beep beep and fade out and an ambulance siren wail,0,0,1,0,1
36225,people speak by the stream,0,0,0,1,1
36226,loud thunder as rain fall,0,0,0,0,0
36227,"people cheer a man speak , wind blow as",1,0,0,1,1
36228,vehicle move and clank noise after vehicle move,0,1,0,0,1
36229,multiple coo and flap wing,0,0,0,1,1
36230,loud putter along,0,0,0,1,1
36231,motorcycle race as an amplified voice speak,0,0,0,1,1
36232,woman speak and air sound across microphone,0,0,0,0,0
36233,a loud beep follow by by roll and rattle and beep,0,0,1,0,1
36234,"traffic pass by , a car horn follow by a turn signal",0,0,0,0,0
36235,barely audible human voice drown out by very loud motorboat engine,0,0,0,0,0
36236,gravel crunching follow by a man shout before chuckle then a vehicle door close shut,0,0,1,1,1
36237,wind blow and a vehicle approach of a a,1,0,1,0,1
36238,metal brush and saw while a man talk follow by a kid briefly speak,0,0,0,0,0
36239,a large vehicle run and make vibrate type noise,0,0,0,0,0
36240,pig squeal and oink,0,0,0,0,0
36241,a bird tweet as rain fall in the,1,0,0,0,1
36242,goat baa and a woman talk as,1,0,0,0,1
36243,sheep bleat with female voice in the background,0,0,0,0,0
36244,a kid laugh and someone snore nearby,0,0,0,0,0
36245,a woman speak with food sizzling in a pan,0,0,0,0,0
36246,a man talk follow by a power tool drilling then a man talk again with wood scrapping,0,0,0,0,0
36247,wind whirl follow by a woman speak then a young girl speak then she have a light cough,0,0,0,0,0
36248,something be fry while metallic object hit follow by a man talk,0,0,0,0,0
36249,a woman talk while a baby cry in the and a baby cry,1,1,0,0,1
36250,a whisper follow by a gunshot firing then a gun cock alongside a man speak as a sheep be baa in the distance while wind blow into a microphone,0,0,0,1,1
36251,a sequence of bird chirp be follow by movement sound while a medium voice woman speak slightly,0,0,0,0,0
36252,something be fry while a man talk with some rhythmical music,0,0,0,0,0
36253,a man talk and sniff his nose while clock do ticktock .,0,0,0,0,0
36254,an object be snap into some object,0,0,0,1,1
36255,a speed car rev and change gear several time,0,0,0,0,0
36256,a large vehicle slowly pass by,0,0,0,0,0
36257,water be splash and many frog croak vigorously,0,0,0,0,0
36258,"wind blow hard , people laugh talk before a loud crack and a scream",0,0,0,1,1
36259,water run and be flush,0,0,0,0,0
36260,car engine ignite and engine run run and rev,0,0,1,0,1
36261,a small helicopter be buzz around outside,0,0,1,1,1
36262,an adult male be speak as monologue,0,0,0,0,0
36263,a young man speak as a child yell and burps,0,0,0,0,0
36264,wind howling and engine sound in the background follow by and wind howling,1,1,0,0,1
36265,heavy clapping from an audience and a man speak briefly in the,1,0,0,0,1
36266,bird be tweet along with other natural outdoor noise of a,1,0,0,0,1
36267,a bow and arrow be shoot while there be rain and storm outside before a bow,0,1,0,0,1
36268,multiple loud car engine squeal and roar after loud car engine squeal,0,1,0,1,1
36269,a toilet flush,0,0,0,1,1
36270,a man be spray an aerosol can while talk and follow by talk,1,1,0,0,1
36271,a cat meow several time,0,0,0,0,0
36272,male speak a crowd roar,0,0,0,0,0
36273,bus clank along with other vehicle go by,0,0,0,0,0
36274,a man curse grunt,0,0,0,1,1
36275,a siren blare and then tire noise grow louder and then then fade away in the,1,0,1,0,1
36276,wind blow in a microphone follow by power tool spray,0,0,0,0,0
36277,"a female voice speaking and a sewing machine run , with the sewing machine continue to operate after the voice have stop",0,0,0,0,0
36278,a muffled bus engine run idle as a man talk in the background follow by compress air releasing then a muffled bus engine accelerate,0,0,0,0,0
36279,an engine run together with splash water and murmur,0,0,0,0,0
36280,a baby cry and and woman speak,0,0,1,1,1
36281,a vehicle revs up loudly several time,0,0,0,0,0
36282,a man be be speak a vehicle be run,0,0,1,1,1
36283,a helicopter be pass by and man speak,0,0,0,0,0
36284,a small goat bleat and a small child speak,0,0,0,0,0
36285,a woman sneeze in the,1,0,0,0,1
36286,a a person speak follow by splashing and a speak,0,0,1,1,1
36287,"man talk , while cat hiss follow by a woman sneeze",0,0,0,0,0
36288,wind blow and a horse run on dirt,0,0,0,0,0
36289,a engine rev and make noise noise outdoors,0,0,1,0,1
36290,spray noise a woman speak a boy laugh then a man speak,0,0,0,0,0
36291,traffic pass in the distance follow by a digital beep after traffic p,0,1,0,0,1
36292,some creak then people speak and a a child talk,0,0,1,0,1
36293,tick of a clock,0,0,0,0,0
36294,people be talk and dog be bark,0,0,0,0,0
36295,some footstep and banging of dish,0,0,0,0,0
36296,wind blow and bird be chirp in the background background,0,0,1,0,1
36297,a motor whir then a slam noise as a motor whir then a slam noise,0,1,0,0,1
36298,a a woman be give a slow deliberate monologue,0,0,1,0,1
36299,tap and type,0,0,0,0,0
36300,"loud hissing and rhythmic clacking occur , and an adult male speak",0,0,0,0,0
36301,low voice then some tinkering sound follow by a man talk and then an engine be switch on,0,0,0,0,0
36302,"a tick clock , rustle paper , a person speak",0,0,0,0,0
36303,an animal be be snore,0,0,1,0,1
36304,a light stream with speech in the distance,0,0,0,0,0
36305,"bird be chirp , clonking occur , and an adult male speak and then after bird be chirp , clonking occur",1,1,0,0,1
36306,animal pant and move around,0,0,0,0,0
36307,"a man speak , follow by a pigeon coo and then a bird as a man speak of a follow by a man speak",1,1,0,1,1
36308,continuous emergency siren pass pass by,0,0,1,0,1
36309,a swarm of bee be buzz loudly,0,0,0,0,0
36310,someone someone clang key and then sigh,0,0,1,0,1
36311,a vehicle engine idle idle and a vehicle engine idle,0,1,1,0,1
36312,a vehicle engine be idle,0,0,0,0,0
36313,"a speed car go through traffic , run through gear",0,0,0,1,1
36314,an adult male speak and a power tool motor run twice a,1,0,0,0,1
36315,a bird gurgle and a child speak in the background,0,0,0,0,0
36316,a man say a word and water shoot out something fast and then the man talk again normally,0,0,0,1,1
36317,heavy background conversation with plastic clanging follow by two man speak,0,0,0,0,0
36318,an engine hum as it idle idle then a man speak,0,0,1,0,1
36319,quake loudly,0,0,0,1,1
36320,"tap noise follow by something automatically start that be make quick , rumble vibration",0,0,0,0,0
36321,a child cry and another speaking,0,0,0,0,0
36322,traffic pass in the distance as a rooster crow,0,0,0,0,0
36323,engine with a very a loud rattle,0,0,0,0,0
36324,water be spray from a sprayer,0,0,0,0,0
36325,wind be blow strongly while a car be speed and tire be burn out in the background,0,0,0,0,0
36326,people speak and bark as dog bark,0,1,0,1,1
36327,"squeak and a flush occur , water splash and gurgle , then thump be present",0,0,0,0,0
36328,music play people laugh and people laugh,0,1,0,1,1
36329,power tool be drill through a surface surface,0,0,1,0,1
36330,emergency vehicle siren blare after emergency emergency vehicle siren blare,0,1,1,0,1
36331,an engine accelerate ghastly ghastly and then idle,0,0,1,0,1
36332,a young girl be give a speech,0,0,0,0,0
36333,an adult male be speak as a monologue in the,1,0,0,0,1
36334,tick of a clock,0,0,0,0,0
36335,an adult male speak as a mid - size motor vehicle engine idle smoothly and a while a mid - size motor vehicle engine idle smoothly,1,1,0,0,1
36336,an old male speak while a dog bark briefly after an old male speak,0,1,0,0,1
36337,emergency vehicle with siren,0,0,0,0,0
36338,a woman give a speech and people begin clap as,1,0,0,0,1
36339,woman and child speak with clank and child speak,0,1,0,0,1
36340,"a man speak , a ring and a",1,0,0,1,1
36341,people be talk and cheer then a vehicle speed loudly,0,0,0,1,1
36342,frog croak then splash noise,0,0,0,0,0
36343,something hard,0,0,0,1,1
36344,duck quack and squeak at end,0,0,0,0,0
36345,a young man speak,0,0,0,0,0
36346,man speak with buzz noise,0,0,0,0,0
36347,an engine engine idle and then,1,0,1,0,1
36348,burp with speak at at end and,1,0,1,0,1
36349,heavy continuous wind,0,0,0,0,0
36350,speak in an echo space follow by girl scream on the,1,0,0,1,1
36351,a plane take off with people talk in the background a,1,0,0,0,1
36352,train chug down the track with a bit of noise,0,0,0,1,1
36353,a be speak follow by tear sound and the man speak again follow by a man be speak,0,1,0,1,1
36354,"vibration , some click",0,0,0,0,0
36355,a loud motor sound with people shout and cheer,0,0,0,0,0
36356,a mechanical wind sound,0,0,0,0,0
36357,an engine be run and be in idle in the,1,0,0,0,1
36358,a man be burp loudly while people laugh in amusement,0,0,0,0,0
36359,man speak with stir and sizzling noise background after sizzling noise in background,0,1,0,1,1
36360,a car engine rev up and run,0,0,0,0,0
36361,wave crash and wind blow with with and h,1,1,1,0,1
36362,clanking and male speech with,1,0,0,0,1
36363,a helicopter engine up and operating follow by a man speak in the background,0,0,0,1,1
36364,"an emergency vehicle siren be blow and a large motor vehicle engine be operate , and this fade into the distance",0,0,0,0,0
36365,water run against background music as,1,0,0,0,1
36366,a vehicle engine run and people speak,0,0,0,0,0
36367,chirp and croaking follow buzzing and a gulp then by music playing and croaking of a frog,0,0,0,0,0
36368,a car slowly move pass in the rain follow by a man speak,0,0,0,0,0
36369,a helicopter hover nearby as a person speak and then,1,0,0,0,1
36370,girl laugh nearby while spit,0,0,0,0,0
36371,ocean wave crash as wind blow heavily into a microphone,0,0,0,0,0
36372,a fire several time with metal lightly clank on a surface and and metal lightly clank on a surface,1,1,0,1,1
36373,a clang musical musical instrument and music,0,0,1,0,1
36374,an engine start and rev up after rev up,0,1,0,0,1
36375,a man speak while engine rev and tire squeal,0,0,0,0,0
36376,a man speak and a sizzling frying,0,0,0,0,0
36377,a vehicle engine be make really strange strange sound a,1,0,1,0,1
36378,"a woman speak , sizzling , fry as a woman speak , sizzling , fry",0,1,0,0,1
36379,"a man speak , and wind blow loudly",0,0,0,0,0
36380,someone be turn in their sleep and snore,0,0,0,0,0
36381,motor of automotive vehicle,0,0,0,0,0
36382,"wind rustle loudly , engine rev",0,0,0,0,0
36383,plastic be crumple and play with and a a kid speak at the beginning,0,0,1,0,1
36384,a man be make a speech with soft kitchen sound and and people talk in the background,0,0,1,0,1
36385,an idle motorboat engine run,0,0,0,0,0
36386,a man and child speak while bird chirp,0,0,0,0,0
36387,water run and a man speak before water run,0,1,0,0,1
36388,someone yell then a gun fire,0,0,0,0,0
36389,wind blow strongly strongly and a woman yell,0,0,1,0,1
36390,a dog bark with walk fast on a wood surface and a woman speech,0,0,0,0,0
36391,engine revving,0,0,0,0,0
36392,two object rattle against each other follow by two object rattle against each other,0,1,0,0,1
36393,a man talk follow by an engine start,0,0,0,0,0
36394,animal bleat a person laugh at them,0,0,0,1,1
36395,a woman talk while a horse do clip - clop,0,0,0,0,0
36396,car race and revving engine people cheer,0,0,0,0,0
36397,water gurgle and bubble,0,0,0,0,0
36398,a duck quack,0,0,0,0,0
36399,"faint birdsong along with brief shuffling , the quick movement of water and the buzzing of a fly insect",0,0,0,0,0
36400,a motor of a helicopter toy whir on the,1,0,0,0,1
36401,some soft knock follow by a drill and then stop on the,1,0,0,1,1
36402,a toilet be flush,0,0,0,0,0
36403,a race car accelerate rapidly and tire skid and squeal loudly,0,0,0,0,0
36404,steam hiss and speech and speech,0,1,0,0,1
36405,a motorcycle accelerate with a man laugh in the background and a person cheer as a person cheer,0,1,0,0,1
36406,a soft annoying hum play follow by a kid talk and and the hum return,0,0,1,0,1
36407,splash water a child speak and laugh,0,0,0,1,1
36408,someone speak and water run,0,0,0,0,0
36409,pot and pan clang with faint water boiling in the background,0,0,0,0,0
36410,a man speak and continue to do so after a goat bleat and a,1,0,0,0,1
36411,an animal gnaw at something and happy licking noise and a person snap out a word word in the,1,0,1,0,1
36412,a toilet loudly nearby a,1,0,0,1,1
36413,a train horn sound and then a train pass by quickly,0,0,0,0,0
36414,a siren whale and a horn blow as a siren whale,0,1,0,0,1
36415,an engine be be rev up then idle,0,0,0,0,0
36416,an adult male be speak and type on a keyboard,0,0,0,0,0
36417,"dog be bark , and a motor motor run",0,0,1,0,1
36418,engine run continuously and,1,0,0,0,1
36419,a baby be cry,0,0,0,0,0
36420,laughter follow by grunt,0,0,0,1,1
36421,a vehicle engine be idle and person speak,0,0,0,0,0
36422,animal bleat bleat and a ring noise,0,0,1,0,1
36423,loud clap a cheering of a crowd as a man man give a speech,0,0,1,0,1
36424,rapid gunshot on the follow by rapid gunshot,1,1,0,0,1
36425,a click follow by by a woman speak then some vibration,0,0,1,0,1
36426,man speak foreign language and a door slam sound effect,0,0,0,0,0
36427,a motor run and wind blow,0,0,0,0,0
36428,a a lady speak and water flow sound,0,0,1,0,1
36429,follow by a symbol and drum play,0,0,0,1,1
36430,engine accelerate sound follow by a medium sound of engine,0,0,0,0,0
36431,run water and dish,0,0,0,1,1
36432,"car accelerate , vehicle squeal tire",0,0,0,0,0
36433,someone snore loudly and breathe softly in between snore and then,1,0,0,0,1
36434,quiet hissing and rustle follow by,1,0,0,0,1
36435,"music play loudly nearby , and then a power tool move , after which music start to play follow by",1,0,0,0,1
36436,breathing follow by sneeze and sniffle,0,0,0,1,1
36437,sound of a mild music and wind sound and animal farm sound,0,0,0,0,0
36438,meow and then male make funny noise in response,0,0,0,1,1
36439,water be run and bird be chirp as,1,0,0,0,1
36440,a small motor rev up follow by sound of a a small crash,0,0,1,0,1
36441,a kid talk with crinkle noise follow by crinkle noise,0,1,0,0,1
36442,a woman speech follow by people applaud and,1,0,0,1,1
36443,a man speak,0,0,0,0,0
36444,a man talk and people laugh while a man talk,0,1,0,0,1
36445,a boat rev,0,0,0,1,1
36446,wind blow and people talk talk,0,0,1,0,1
36447,"a musical tone play , and rhythmic knocking occur",0,0,0,0,0
36448,a woman be speak over a speaker on as as a woman be speak over a speaker,1,1,1,1,1
36449,clink with a woman speak on the,1,0,0,0,1
36450,rustle with several pig oink and then,1,0,0,0,1
36451,snore with distant voice,0,0,0,0,0
36452,"animal bleat while several adult male and female laugh and talk , and an adult male mimic a bleat",0,0,0,0,0
36453,a train move get closer follow by horn be trigger of a,1,0,0,1,1
36454,a man speak while type hard on a keyboard,0,0,0,0,0
36455,water trickling follow by man speak and bang noise,0,0,0,0,0
36456,"a distant , soft voice be follow by a loud loud and persistent drill , in turn follow by a loud male voice and then more loud drilling",0,0,1,0,1
36457,insect buzz and a person speak,0,0,0,0,0
36458,liquid flow while some duck quack as some duck quack,0,1,0,0,1
36459,"a crowd applause , follow by by a person speak in the distance follow by a crowd applause",0,1,1,0,1
36460,a phone ring with rustling follow by a woman speak loudly,0,0,0,0,0
36461,bird chirp follow by a series of plastic camera click as bird chirp,0,1,0,0,1
36462,someone snore at regular interval,0,0,0,0,0
36463,a man be speak in a background follow by a whistle and a man speak,0,0,0,0,0
36464,police siren go off before a vehicle engine accelerate alongside water flush,0,0,0,0,0
36465,man speak follow by by clanking and chirp as,1,0,1,0,1
36466,vehicle move and wind blow while several people talk,0,0,0,0,0
36467,train go down track hiss,0,0,0,0,0
36468,a machine run while a woman talk of a,1,0,0,0,1
36469,a beep follow by metal clanging and pound in the background as a man talk with wind blow into a microphone follow by,1,0,0,0,1
36470,water be flow while animal insect be chirp chirp,0,0,1,1,1
36471,a piano play over a person cry as a piano play over a person cry,0,1,0,0,1
36472,"manual telephone ringing , follow by digital telephone , and then a man talk of a",1,0,0,0,1
36473,while voice rant on in the background a door be open and rattle a and close as rattle a bit,0,1,0,1,1
36474,a man be yell softly while the sound of bird be in background and then,1,0,0,1,1
36475,wind wind blow in a microphone follow by a woman speak then more wind blow into a microphone,0,0,1,0,1
36476,a motor hum with wind blow hard and water splash,0,0,0,0,0
36477,pig oink lightly,0,0,0,1,1
36478,wind and thunder roll,0,0,0,1,1
36479,wind noise with sound of water splashing and speech from people,0,0,0,0,0
36480,a hum and sputtering boat engine,0,0,0,0,0
36481,some dog bark nearby,0,0,0,0,0
36482,hum of an engine with some light banging and people speak and a,1,0,0,0,1
36483,some kind of wrap be crinkle continuously and a man whisper in a low tone,0,0,0,0,0
36484,a dog whimper multiple time as an object be drag on a surface,0,0,0,0,0
36485,horn honk follow by speech,0,0,0,1,1
36486,engine idling then,0,0,0,1,1
36487,a woman speak with music in the background background,0,0,1,0,1
36488,a woman sneeze three time,0,0,0,0,0
36489,footstep with with bird chirp and gunshot,0,0,1,0,1
36490,an engine run consistently,0,0,0,0,0
36491,cat meowing continuously,0,0,0,0,0
36492,a woman speak with buzz in and clank in the background with,1,0,0,0,1
36493,door latch release with whisper and a laugh follow and whisper,0,1,0,0,1
36494,a child cry people people talk,0,0,1,1,1
36495,a engine rumble and the vehicle speed away,0,0,0,1,1
36496,"a woman laugh , kid talk and laugh , and a woman speak as",1,0,0,0,1
36497,"environmental noise sound , bird tweet a a woman laugh as a woman laugh",0,1,1,1,1
36498,hum and whooshing of a pass bus with a a quick honk of a horn and people speak,0,0,1,0,1
36499,"two man talk as a sheep growl , sputter and hiss after hiss",0,1,0,0,1
36500,a loud hiss sound,0,0,0,0,0
36501,bird vocalize in the distance at moderate volume and then,1,0,0,0,1
36502,male talk at a fast pace,0,0,0,0,0
36503,a drone fly as wind blow in the background,0,0,0,0,0
36504,someone speak as a dog growl,0,0,0,0,0
36505,a car accelerate accelerate the engine,0,0,1,0,1
36506,motor motor or machine run,0,0,1,0,1
36507,something be hiss and run very close,0,0,0,0,0
36508,helicopter blade be rotate on the,1,0,0,0,1
36509,a man be speak and a vehicle engine be idle,0,0,0,0,0
36510,wind blow while a woman speak and a woman speak,0,1,0,0,1
36511,a baby laugh follow briefly by a man laugh,0,0,0,0,0
36512,"a man talk briefly briefly before whistle once , traffic pass in the distance in the",1,0,1,0,1
36513,machinery go then you hear the the bell chime,0,0,1,0,1
36514,a person talk in a foreign language as a sheep give a long baa,0,0,0,0,0
36515,water run from a faucet so aggressively that it make a hiss into a metal container,0,0,0,0,0
36516,water loudly pour and splash as,1,0,0,0,1
36517,"a frog be croak , and an adult male speak with",1,0,0,0,1
36518,motorboat accompany by inaudible speech,0,0,0,0,0
36519,a man move something from side to side and speak,0,0,0,0,0
36520,water splash with rustle and,1,0,0,1,1
36521,"water be splash and gurgling , and an adult male start to speak",0,0,0,0,0
36522,high pitch intermittent drilling,0,0,0,0,0
36523,a woman be speak speak,0,0,1,0,1
36524,man give speech and follow by man give speech,1,1,0,0,1
36525,man talk talk with a click noise at the end,0,0,1,0,1
36526,"a car engine start while roar , follow by a car racing sound",0,0,0,0,0
36527,a door slam shut as,1,0,0,0,1
36528,a powerful speedboat run with wind blow and wave crash then a man speak,0,0,0,0,0
36529,man speak as a rhythmic tapping occur a,1,0,0,0,1
36530,a man speak follow some sanding,0,0,0,1,1
36531,be coo along with other bird speech,0,0,0,1,1
36532,a man speak with some high ringing and then rustle,0,0,0,1,1
36533,"a mid - size motor vehicle engine idle be rev once , , then another motor vehicle engine idle and be rev repeatedly",0,0,1,1,1
36534,a man speak with object strike in the background,0,0,0,0,0
36535,bird flap their wing with a soft cooing and a man mumble after bird flap their wing,0,1,0,0,1
36536,"vehicle driving , male speak and crowd cheer enthusiastically and a",1,0,0,0,1
36537,bird vocalize in the distance,0,0,0,0,0
36538,a child and man speak,0,0,0,0,0
36539,"strong strong wind guste outside , follow by clip - clop beating on a surface",0,0,1,0,1
36540,male speaker discuss heating together with an engine idle follow by,1,0,0,0,1
36541,a male voice speak as a male voice speak,0,1,0,0,1
36542,a woman speak loudly with crowd murmur in the background,0,0,0,0,0
36543,"a man speak in a quiet , subdued voice while several duck be quack in the distance on the",1,0,0,0,1
36544,"in a quiet environment , a baby fowl peep randomly as an adult female speak , an adult male laugh and speak , several adult male speak briefly , and the adult female and adult male speak once more",0,0,0,0,0
36545,hiss follow by a man speak,0,0,0,0,0
36546,engine chugging and revving follow by idle engine,0,0,0,0,0
36547,engine buzzing and revving as before engine buzzing,1,1,0,0,1
36548,"tick - tocke music play , follow by trumpet trumpet",0,0,1,0,1
36549,"a dog bark , a woman speak , a dog pant and scratch on something metal",0,0,0,0,0
36550,croak with music,0,0,0,0,0
36551,a man be give a speech with passion,0,0,0,0,0
36552,beep sound begin to to intensify follow by a sliding follow by a sliding,0,1,1,0,1
36553,a crowd talk with vehicle pass by follow by a clock tick,0,0,0,0,0
36554,an engine be idle and be rev up quickly quickly a couple of time in a short burst as,1,0,1,0,1
36555,crumple of plastic,0,0,0,0,0
36556,an automatic toilet be flush,0,0,0,0,0
36557,a man and child speak in the,1,0,0,0,1
36558,music play before whooshing and people people grunt as people grunt,0,1,1,0,1
36559,a bell ring a melody,0,0,0,0,0
36560,car race and people be cheer and shout,0,0,0,0,0
36561,hum with a cat meowing and a speak and a,1,0,0,1,1
36562,a man narrate as a crowd cheer,0,0,0,0,0
36563,clank follow by speech before speech,0,1,0,0,1
36564,a man talk in a low voice while put something on a hard surface and as a man talk in a low voice,1,1,0,0,1
36565,gallop hoof go fast as a blade be unsheathed,0,0,0,0,0
36566,clank and spray follow by follow by clank,1,1,0,0,1
36567,"water be run from a tap , splashing and gurgling with",1,0,0,0,1
36568,a woman talk as wood thump in the background follow by a person whistle in the,1,0,0,0,1
36569,a group of duck quack,0,0,0,0,0
36570,an - tune infant crying,0,0,0,1,1
36571,a woman talk follow by a child talk with the bumping of pot and a woman talk,0,1,0,0,1
36572,"water pour out of a faucet and then stop , follow by a man speak loudly nearby",0,0,0,0,0
36573,a woman speak quickly before a young child cry follow by a woman speak of a,1,0,0,0,1
36574,bird chirp singe loudly,0,0,0,1,1
36575,someone food and move pot,0,0,0,1,1
36576,some people talk far away a door be close and then open by someone shout,0,0,0,0,0
36577,a long be trigger move closer,0,0,0,1,1
36578,a girl speak with crinkle plastic,0,0,0,0,0
36579,distant talking and pigeon coo as distant distant talking,0,1,1,0,1
36580,a crowd of man yell and before a crowd of man yell yell,1,1,1,0,1
36581,cooping of pigeon with some scrape and chirping and click before some,0,1,0,1,1
36582,a whir noise then a soft clinking noise after a whir noise then a soft clinking noise,0,1,0,0,1
36583,long cat meow and fainter laughter,0,0,0,0,0
36584,"an adult male speak , an electronic beep , a sewing machine run , another beep , and clattering occur",0,0,0,0,0
36585,woman speak with voice in the background,0,0,0,0,0
36586,an animal be snore,0,0,0,0,0
36587,heavy engine be idle on the while heavy engine be idle,1,1,0,0,1
36588,male talk while loud click and tap and in the background background,0,0,1,0,1
36589,a boat engine be quietly run follow by a boat engine be quietly run,0,1,0,0,1
36590,an adult male be speak and a vehicle motor be then hear and,1,0,0,0,1
36591,telephone ring with a male answering follow by after telephone ring,1,1,0,0,1
36592,vehicle drive by very fast,0,0,0,0,0
36593,dog barking and growling follow by man laugh in the,1,0,0,0,1
36594,emergency vehicle or truck and man say yep and a,1,0,0,0,1
36595,several people talk as a approach,0,0,0,1,1
36596,airplane outside take off,0,0,0,0,0
36597,a man talk in a normal focused voice and then follow by a couple of quack of a duck and and a couple quack of a duck,1,1,0,1,1
36598,"a vehicle engine idle at a high volume , and then a person cough the engine continue to idle",0,0,0,1,1
36599,a female start talk as a door slam shut follow by a scream follow by before a scream,1,1,0,0,1
36600,an engine accelerate as a whistle blow in the background while a whistle blow in the background,0,1,0,0,1
36601,a a male speaking be follow chop sound,0,0,1,0,1
36602,repeat click with voice in background,0,0,0,1,1
36603,a lawn mower run run and stop as a young girl scream and a man speak,0,0,1,0,1
36604,"a motorboat engine be run loud and fast for a couple of second , but then reduce to a slow and quiet pace follow by f",0,1,0,0,1
36605,crumple and crinkle,0,0,0,0,0
36606,"a child be speak , a motor be run , insect buzz , and whooshing occur",0,0,0,0,0
36607,female speech and click clack sound follow by,1,0,0,0,1
36608,someone be scrub wood,0,0,0,0,0
36609,a man be speak follow by wind and wave sound,0,0,0,0,0
36610,a clap follow by a bell ring,0,0,0,0,0
36611,a person throat clearing follow by woman softly speak then a person whistle as bird chirp in the background follow by a person throat clearing,0,1,0,1,1
36612,a baby coo and laugh,0,0,0,0,0
36613,a man be give a speech,0,0,0,0,0
36614,"vehicle drive and engine rumble , and a small rise whistle",0,0,0,0,0
36615,the hissing of steam and a a train bell sound a,1,0,1,0,1
36616,"an adult male speak , humming be present in the background , and hissing occur",0,0,0,0,0
36617,"a female voice narrate clearly , then a child speak",0,0,0,0,0
